Name_GeneSymbol	Value_LogDiffExp	Significance_pvalue
LOC100130236	-0.17888375	0.038405278
NQO2	0.413964583	0.038470947
NEURL4	0.3534275	0.038514179
SLC44A1	1.24504125	0.038532574
CHKA	-0.487158333	0.038537428
CACNB4	0.554585417	0.038566556
MALAT1	0.300266667	0.038573217
PTPMT1	-0.308786667	0.038593205
SNX22	0.85595125	0.038651606
MORC4	-1.399573333	0.038687818
ATXN7L1	-0.750224167	0.03868852
EDEM1	0.612139167	0.038696606
DAAM1	1.071965417	0.038850532
TRNAU1AP	0.267164167	0.038886081
CIRBP-AS1	-0.195335417	0.038919464
AREG	0.210293333	0.038935431
ALS2	0.437562083	0.038942042
ZHX3	0.464971667	0.038966491
KIAA1024	-0.481723333	0.038969238
PLN	0.151305417	0.039076606
OSM	-0.193479167	0.039092878
CEACAM20	-0.121655	0.039134699
SPATA33	-0.220872083	0.039205545
RGS8	-0.459210833	0.039230453
SNORD115-35	0.167924167	0.039249054
EXOC4	-0.52936125	0.039258716
FAM107B	1.110282917	0.039267957
PLEKHH2	1.057171667	0.039339802
SNRNP35	0.20541375	0.039343213
ZNF227	-1.118120417	0.039351936
NRG4	1.536844167	0.039411237
ADAM20	-0.208282917	0.039421665
KRTAP5-10	-0.154570417	0.039465372
HNRNPCL2	-0.108555833	0.039472894
MAGEB6	-0.201619583	0.039552514
RAD21	-0.487966667	0.039559128
FSCN3	-0.142710833	0.039653469
GPR174	1.02879	0.039709616
SMG1	0.299485833	0.040000666
PEAK1	0.8055125	0.040121375
ZNF141	2.194342083	0.040128492
VN1R2	-0.122304583	0.040190152
SLC25A24	-2.048437083	0.040227079
DBI	0.4631225	0.04033849
ESM1	-0.06866625	0.040433455
TOR1AIP1	-0.552225833	0.040480002
DNAI1	-0.078450417	0.040508505
SHBG	-0.141492083	0.040572608
CLIC4	0.408275	0.040594757
SOCS7	-0.19609125	0.040609599
POLR2H	-0.293216667	0.040687005
NOD1	-0.367582083	0.04076783
PROSC	-0.5849675	0.040769344
TET1	-0.574794167	0.0407776
LOC100128644	-0.3612375	0.040840323
MCF2	-0.137319167	0.040889457
SEC24C	0.15783375	0.040921527
GPRC6A	0.120995	0.040996791
ALDH3A2	0.988084583	0.041226721
NEO1	-0.890380417	0.041284259
ARHGEF16	-0.131332917	0.041301774
LYRM9	-0.403280833	0.041354395
LYRM9	-0.403280833	0.041354395
AMELX	-0.11823	0.041380386
UQCC1	-0.36116	0.041454441
SPIC	0.372722917	0.041479746
RHOA	0.184216667	0.041525884
EBPL	-0.41235625	0.04155007
SIX4	-0.885115	0.041583592
C6orf15	-0.12308	0.041584458
HAT1	0.27979125	0.041587144
GSTM5	0.15891125	0.041670066
SYNGR2	1.2012575	0.041672614
ZNF275	-0.391621667	0.041716117
ATP5O	-0.267914583	0.041761284
SFRP4	-0.117490417	0.041773247
C2CD3	-0.26168375	0.041804445
PPP1R16B	1.13250125	0.041890958
KCTD17	-0.204862917	0.041912744
SLC1A3	-0.21027	0.042047092
STK17A	1.26430625	0.042083033
COQ10A	-0.65465	0.042097234
KIF14	-0.42247375	0.042333105
HSDL1	-0.80574	0.042365403
SLC25A25	0.338560833	0.04241164
SORCS3	-0.13358375	0.042514753
CYTH2	-0.277559583	0.042552477
LCMT2	1.295052917	0.042599669
MAPKBP1	-0.531980417	0.0426132
GTF3A	-0.31779	0.042623765
CHRNA3	-0.219809167	0.042795768
CEP85L	0.78411875	0.042798272
ODF3B	0.359531667	0.042987527
NCR1	-0.260207083	0.042990276
BASP1	1.012509583	0.043011958
DGAT2	0.541189583	0.04304235
BCDIN3D	-0.438998333	0.043075433
PDP2	0.453250833	0.043126072
ZBTB8OS	0.521336667	0.043198206
C1GALT1C1	0.240551667	0.04319823
PLEKHF2	1.372438333	0.043272419
BST1	-0.228222083	0.043319144
UBE2S	-0.420785833	0.043337837
MBD3L2	-0.149882083	0.043377812
MBD3L2	-0.149882083	0.043377812
UCKL1	-0.38647125	0.043500098
FRMPD3	-0.50513125	0.043527645
FBXO9	-0.343212917	0.04353274
KLHDC9	-0.21962875	0.043543047
ARHGAP23	-0.408384167	0.043615286
NEDD1	-0.377153333	0.043622677
PRKCI	-0.584774167	0.043663803
IL17RC	-0.243495	0.043725498
SAP30L	-0.27833625	0.043741942
NDUFV1	0.332924583	0.043743294
C20orf181	-0.132884167	0.043809522
SGSM1	-0.215436667	0.043822155
C11orf88	-0.159585833	0.043838232
OR1L3	-0.150350833	0.043857676
HPR	-0.203594583	0.043877395
DAP	-0.732303333	0.043917713
HEATR6	-1.458077083	0.04391788
PARD3B	-0.176116667	0.044061487
CXorf65	0.474883333	0.044063024
RPRD2	-0.26527625	0.044115039
PTCH1	1.2541625	0.04417191
PIH1D1	0.359285417	0.044173732
APOBEC3H	0.833174167	0.044207317
TMEM215	-0.12480125	0.044419343
AOC3	0.272335833	0.044423387
FBXW7	0.329235417	0.044493108
LSM14A	0.260120833	0.044515245
INHBC	-0.149612917	0.044575203
SLC22A5	0.590459167	0.04460465
C5orf46	0.138334583	0.044662677
C19orf40	0.269517917	0.044694922
PARK7	0.3472225	0.044775002
PTBP3	0.405542083	0.044883542
TBC1D2B	0.675935417	0.044893609
ATP6V0E2	-0.379385833	0.045003609
GPR156	0.147874583	0.045091878
LHB	-0.21092875	0.045171594
TCEB3B	-0.23667875	0.045183026
ULK4	0.6256975	0.045293709
OR7E14P	0.506502083	0.045305911
SLCO4A1-AS1	0.244157917	0.045367258
GEMIN4	0.349249167	0.045470295
RORA	-0.178064167	0.045542284
MGAT4A	1.448039167	0.045544112
PLP2	1.191831667	0.045630017
ATXN7L1	-1.134497083	0.045690302
NOP58	0.4618975	0.045844443
ADA	1.416690833	0.04590352
AAK1	1.112534583	0.045925502
BTBD10	0.438048333	0.045937069
TTLL11	-0.207160833	0.045970507
ARAP2	1.351871667	0.046026167
AKR1B1	-0.693694583	0.046027477
RABGAP1L	1.035917917	0.046077051
IFI30	2.3704275	0.046096109
CBFA2T2	-0.5568775	0.046150215
RPLP1	0.235442917	0.046205767
GPR137C	0.552970417	0.04623433
SNORD115-41	0.154149583	0.046249111
DLG5	-0.163159583	0.04628545
DNAH8	0.108483333	0.046333427
STX3	-0.641377917	0.046355198
PMAIP1	0.850631667	0.046431295
WDR7	0.2778775	0.046490676
ZNF324B	-0.104976667	0.046569264
PTDSS1	-0.2651875	0.046594193
LIMCH1	-0.285822083	0.046610379
CHI3L1	-0.210325417	0.046818409
SULF1	1.189345833	0.046870147
LOC441233	-0.636315	0.046952273
FHOD3	-0.4234425	0.046991902
UGGT2	-1.50873	0.047026149
EMD	0.35829625	0.047103777
CD180	2.468383333	0.047112535
LOC100287290	0.31195875	0.047207522
LMO4	1.1564925	0.047335278
FBXO32	-0.473859167	0.04747642
NUP205	-0.572834583	0.047521062
MPDU1	0.510744583	0.047523894
LOC646644	-0.304551667	0.047525101
GGNBP2	0.261036667	0.047562964
SLC35E3	0.966041667	0.047618673
SLN	-0.08088625	0.04766877
LOC100128988	0.206630417	0.047703063
RNF216	-0.379907083	0.047764427
IRF9	0.758207083	0.047765297
CDON	-0.34571125	0.047767826
AP3B1	0.301944167	0.04780692
FAM228A	-0.16281	0.047845977
WTIP	-0.1603825	0.047867096
EFCAB12	0.335604583	0.047876719
BAAT	0.11721625	0.047956217
GPR132	1.116914167	0.048064623
PYCARD	-0.5558675	0.048089843
COA3	-1.048394583	0.048167644
MYL10	-0.160673333	0.048187342
DUSP2	0.81161125	0.048204857
IL18RAP	-0.205861667	0.048323754
LOC283155	1.609964583	0.048324906
TMEM65	0.677859583	0.048440031
TIGD2	-0.9975025	0.048445851
EIF4A1	0.383829167	0.048463477
NCSTN	-0.302282083	0.048473174
LBH	0.892132083	0.048479273
LOC440792	-0.18748125	0.048665207
FKBP15	0.353459583	0.048794247
ZNF700	0.459391667	0.048813305
GSTT1	0.638792917	0.048818473
RAB39B	-0.7758825	0.048882815
RNF13	-0.43653	0.04891159
DCLRE1A	0.6730875	0.048927985
HIST1H3F	1.118365833	0.048976017
MKRN1	-0.5182275	0.049068655
PRKCB	1.645045	0.049069972
LY6E	1.316327917	0.049110379
USP4	0.2688925	0.049147536
SEC14L2	-0.299232083	0.04919294
ICAM3	-1.63181375	0.049231499
GYPC	-1.038516667	0.049275677
PAX9	-0.46273	0.049312976
NDUFA10	0.266068333	0.049370388
SLC24A1	-0.358670417	0.049396613
SMAGP	-0.21024375	0.049403182
ZNF225	-0.697627083	0.049438121
CTCFL	-0.248976667	0.04944032
BLVRB	0.481858333	0.049490909
ZNF714	-0.43408875	0.049508761
TAS2R13	-0.3447025	0.049553256
CCDC77	-0.622929583	0.049555664
DNAJC5G	-0.178227083	0.049559771
ATP6AP1	-0.40116375	0.049578687
NFX1	0.252427917	0.049707672
ZFAND3	0.455180833	0.049784415
LYL1	-0.364069583	0.049800579
RSPO3	-0.120764167	0.049843334
MYOZ2	0.089464583	0.049845661
TNFSF9	0.698486667	0.049854387
B4GALT6	1.250964167	0.050099788
OR7E37P	0.523595	0.050138808
LIPM	-0.11622	0.050141352
UBFD1	-0.3055825	0.050145074
XIRP2	-0.11442	0.050145722
OR6B2	0.457818333	0.050211884
OR7D4	-0.377317083	0.05027803
TBK1	-0.42621125	0.050293622
DUS2	0.430663333	0.050296571
PRDX2	-0.774481667	0.050310735
CLEC2A	-0.198485	0.050340104
SLC7A2	-0.160120417	0.050346461
METTL15	0.424674583	0.050435214
TSPAN5	-0.96816875	0.050445153
OR10A3	-0.115036667	0.050454157
ARL8B	0.442551667	0.050489215
MEIG1	0.228990833	0.050683398
SUCLG2	-0.66584	0.050705047
TFAP2C	0.1186825	0.05076275
ZFC3H1	-0.208982917	0.050777662
LAMA3	-0.133299583	0.050797311
WBP11P1	-0.214978333	0.050812048
CPEB4	2.025694583	0.050831242
PDK3	0.644735417	0.050887577
TPD52	0.70132875	0.050934812
MAP4K3	0.83840375	0.050985598
ZNF252P	-0.72471625	0.051000487
AK9	0.095059583	0.051109599
SMG6	0.294010833	0.051150271
IFNAR2	0.761652083	0.051167502
TOM1	0.252164583	0.051185664
DNAJC19	-0.337015	0.0512733
NKAP	-0.332920833	0.051337336
DUSP16	0.985549167	0.051465437
C6orf15	-0.124027917	0.05150076
MIR4697HG	-0.284707083	0.051596824
NUP214	0.2248875	0.051653403
ASB11	0.136815833	0.051744027
FLT3LG	-0.17174125	0.051761041
STX8	0.4936275	0.05176231
DMP1	-0.086792917	0.051848613
KANSL1	-0.374423333	0.051908586
TPMT	0.930947917	0.051919081
MAP3K5	1.0233125	0.052034618
SYT17	0.7545025	0.052038561
UQCRB	-0.34749125	0.05213686
PMPCA	0.305600417	0.052161405
INPP5J	-0.47428	0.052179167
SNORD115-24	-0.173170833	0.052209443
C1orf101	-0.1622825	0.052378314
CLCN4	-1.136445417	0.052427625
NUP35	0.42236625	0.052487375
IFI27	2.00813	0.052492183
TIPARP	0.916232083	0.052610363
S100A7A	-0.235085833	0.052615004
TRIM24	-0.75738875	0.052758518
CHMP2A	0.4051425	0.052773193
FHOD1	0.359914583	0.052863282
DCLK3	-0.188325833	0.052919623
MNX1	-0.236055	0.052946173
NUSAP1	-0.22951125	0.053010651
ACTA2-AS1	-0.17951875	0.05301723
PDK4	-0.101578333	0.053032575
ABHD5	0.645295417	0.05306909
PRAME	1.450759167	0.053152354
HAS3	-0.151453333	0.053158275
KMT2A	0.30095375	0.053170787
GAS6	-0.147984583	0.05319877
GYG1	-1.098034583	0.053211624
CABLES2	-0.493831667	0.053250716
MAP7D3	-1.1753225	0.053256316
SVIL	0.6738525	0.05336571
ZNF44	0.25753125	0.053376107
TRIB3	-0.714672917	0.053412815
ADAMTS19	-0.11370125	0.053461988
PRO2012	-0.130872083	0.053545605
RPS6KA2	-0.498850417	0.053547837
ZNF233	-0.291721667	0.053564179
ANKFY1	0.423765	0.053628729
GPER1	-1.332333333	0.053744473
ZCCHC7	0.517277083	0.053766029
XPOT	-0.344101667	0.053887783
DDX6	0.434150833	0.053894834
IL24	-0.135416667	0.05389793
MAGEH1	-0.74082125	0.053927341
C11orf49	-0.406297083	0.053969925
AKAP8	0.263540833	0.054035559
POMT1	-0.291020833	0.054087597
PXMP2	0.495363333	0.054088058
MLLT4	1.074783333	0.054127161
VAC14	0.348454167	0.054172517
C9orf3	0.10610625	0.054202298
SMG1P1	0.242445833	0.054231497
RBBP4	0.168945833	0.054337966
KIAA1328	-0.43923625	0.05443639
CFAP61	-0.142352083	0.054455967
SIAE	1.0966525	0.054645357
KIF24	0.216968333	0.054656573
NAPSA	1.10612125	0.054950684
EPB41L2	-2.262020833	0.055034531
DNPH1	0.5696	0.055048614
FLNB	0.684710833	0.055070853
OR51M1	-0.162540833	0.055134247
RHPN1	-0.2478975	0.055235993
SPTA1	-0.287588333	0.0552478
UBE2S	-0.376888333	0.055340588
NLGN4X	-1.73204875	0.055350769
GEMIN6	0.32006125	0.055362338
SNORA45B	0.476151667	0.055572473
NDST1	0.812297083	0.055694843
PHF13	0.313759167	0.055703048
FAM103A1	0.424274167	0.055740146
SLC35D2	-0.301435833	0.055815966
TBC1D15	-1.042110417	0.055837336
HOXA6	-0.426860833	0.055837882
THBS2	-0.118095417	0.05610846
XK	1.3320925	0.056114403
LIX1L	-0.338729583	0.056163121
TRMT1L	-0.379185417	0.056231843
VPS36	-0.538583333	0.056239521
MPV17	0.296680417	0.056271244
OVGP1	0.216091667	0.056286764
FAM150B	-0.851690833	0.056318388
DAW1	-0.127106667	0.056341634
CRYAB	0.122220417	0.056373688
PLA2G4E	-0.126362083	0.05645786
HUS1B	0.252714583	0.056565793
POU3F3	-0.15063375	0.056612226
EIF2S3	0.25735	0.056661591
PRDM1	-1.133085833	0.056694688
LOC728317	-0.255758333	0.056786435
LOC728317	-0.255758333	0.056786435
SH2D1A	-0.319207083	0.056805597
EGFL6	0.128584167	0.056811682
UQCRBP1	-0.354720833	0.056864199
OLIG3	-0.225805833	0.056887905
FTH1	0.381237083	0.05698028
DNAH17	-0.201316667	0.057026345
RHOBTB3	2.840993333	0.057035487
WSB1	0.786855417	0.057055036
LOC646853	-0.262184167	0.057109891
SVEP1	-0.09275875	0.057173398
ARHGEF10	-0.2002925	0.057173635
TULP3	-0.347342917	0.057187205
DUSP5	0.91725	0.057329381
CUL1	-0.48238625	0.057404045
SNORA75	0.72607125	0.057406868
MT1G	-0.631869583	0.057443982
PIK3R5	0.264457083	0.057451138
EIF2AK3	0.717597917	0.057459959
KCNJ13	0.163503333	0.057463055
OR7E37P	0.529510833	0.057624593
ZFP1	0.338109583	0.057627367
GYPA	-0.089621667	0.057692812
RHOQ	0.58348125	0.057710836
RBM19	0.41532625	0.057751314
MANEA	-0.710773333	0.057752735
PPP1R42	-0.106675	0.057760895
ZNF224	-0.67215625	0.05776239
LCN8	-0.808279167	0.05779172
IRF8	2.4567075	0.057944351
USP13	-0.48955375	0.057950908
ACTR3B	-0.406662917	0.057974909
ZKSCAN3	-0.47328625	0.058167455
VIM	1.985822083	0.058231322
GPATCH3	0.189987083	0.058246665
PPCDC	0.301844167	0.058253123
XYLT1	1.01018	0.058325087
SLC25A26	-0.294639583	0.058336425
FGR	0.965055	0.058358168
FAM98A	0.300775833	0.058384386
SNORD94	0.26210875	0.058403469
RAD9B	0.767030417	0.058547041
CDAN1	-0.21659375	0.05855786
DCLRE1C	0.437630833	0.058565295
AKAP5	1.285209583	0.05861595
GNRHR2	-0.3058175	0.058649173
INPP5A	-0.837965417	0.058732339
ZNF862	-0.338971667	0.058781186
GIP	-0.10047125	0.058817383
ZNF778	0.174156667	0.058840275
GPR15	2.015433333	0.058847386
SPATA31C2	-0.12121125	0.05886688
TBC1D10C	-0.593830833	0.059030081
EIF2B5	-0.25414375	0.059048245
FMO4	0.696933333	0.059051681
CSRNP1	0.507514583	0.059208505
PROS1	-0.547024167	0.05939961
PRODH	-0.156099583	0.059435186
OR10AG1	0.145961667	0.059612743
NTF3	-0.08809	0.05961324
PTPRT	-0.69637875	0.05970264
RANBP2	0.381006667	0.05994347
RERG	1.7870375	0.060051225
GLB1L3	-0.1084075	0.06011758
GDPGP1	0.316253333	0.060252524
C2orf50	-0.168465	0.06027174
AICDA	2.795745	0.060301362
DHDDS	0.277502083	0.060314232
LOC441259	0.389544167	0.060338364
LIG3	-0.28488	0.060494631
PISD	0.331059583	0.060536998
EHMT1-IT1	0.203770833	0.060624439
PPP6R2	0.29821875	0.060627829
ATP6V1A	0.989112083	0.06066145
PLEKHH3	-0.214374583	0.060790369
GNG5	0.160730417	0.06079859
MIP	-0.206453333	0.060943637
ACTG1	0.238620833	0.060966659
CCDC88B	0.169212083	0.060987979
SPIN2B	-0.363885417	0.061161402
NET1	-0.430394583	0.061204075
NOX1	-0.131425	0.061223645
CAPN9	-0.1357	0.061240594
CXorf40A	-0.169412083	0.061299964
PDP1	0.434897917	0.061311131
DHPS	-0.317342083	0.061317701
IGF2BP2-AS1	-0.122801667	0.061338904
TBC1D9B	-0.414756667	0.061384964
NEK4	-0.330149583	0.061456138
OR8H1	-0.15892125	0.061493626
LOC100128816	-0.522999167	0.061551467
RBM15	0.204945833	0.061754056
ERICH6B	-0.061765417	0.061766585
EWSAT1	0.11978	0.061781445
RUNDC3A	-0.216476667	0.061956231
RAB40A	-0.1941125	0.062037091
PHKA1	-1.44001625	0.06205301
UACA	1.481412917	0.062168555
AQP5	-0.0852175	0.062173718
RBMX2	-0.355587917	0.062241935
VPS53	0.297114583	0.062267627
FAM89A	-0.420144167	0.062326409
USH2A	-0.074707917	0.062455364
FAHD2A	0.349563333	0.062467739
ZDHHC20	-0.31869125	0.062479205
CAPZB	0.2155375	0.062512756
EBI3	1.07416625	0.062553438
BTG3	0.563737083	0.06259516
CHRNB2	-0.16635	0.062684951
NOL9	0.87215875	0.062728474
PLAA	0.307621667	0.062804988
INO80C	-0.58896	0.062962343
GJA3	-0.243092917	0.062980125
DPP6	-0.112385417	0.062995718
FRMD7	0.068449583	0.063053414
TMEM116	0.61396125	0.063065375
ZNF592	-0.301241667	0.06309901
RAPGEFL1	-0.158635417	0.063187019
AVEN	-0.371309583	0.063225853
PCDHB15	-0.202918333	0.063260863
RAPH1	1.16703875	0.063349219
KLHL1	-0.133900417	0.06335395
ZNF512B	0.30801875	0.063473181
ADD2	-1.405667917	0.063500226
TMLHE	-1.191380417	0.063553182
LOC100131232	-0.087775	0.063567544
NCOR1	0.332578333	0.063603567
HTN1	-0.189709167	0.063609399
TSR1	0.581697083	0.063637373
DEFB125	-0.171157083	0.063644044
MAPT	-0.21431125	0.06369319
CROCCP3	-0.16008625	0.063758911
DFNA5	-1.56260625	0.063790317
DDX26B	0.431434167	0.063805369
LINC01128	0.372561667	0.063885181
PAPPA	-0.150374167	0.063986844
RGS5	-0.324144167	0.064039976
NPFFR2	0.06131375	0.064485277
PHF8	-0.334042917	0.064523527
MYOZ3	-0.186762083	0.064552578
ANKRD35	-0.189959167	0.064688058
RLF	0.288677917	0.064693533
ZNF212	-0.413835833	0.064727592
FAM120C	-0.903815833	0.064732929
YWHAE	0.333170833	0.064740458
CAPNS1	0.273491667	0.064867555
CACNA1G	-0.114994167	0.064945724
MGP	0.076523333	0.064961345
GPCPD1	0.9297525	0.065001967
SPPL3	0.225325	0.065097758
ZNF29P	-0.173899583	0.065101268
OR10T2	0.11252125	0.065170068
UBL4A	-0.581524167	0.06523035
PRKAA2	-0.088477083	0.06534723
TRIM22	1.148269583	0.06552022
ATXN7L1	-1.357687083	0.065554089
ATP6V0B	-0.3454225	0.06557188
CUL2	0.442676667	0.06560853
ACTL7B	-0.206487083	0.065612627
ABHD4	0.849540417	0.065696082
EPB42	-0.118245	0.065737295
DPH7	0.256527083	0.065788715
PAX8-AS1	0.923873333	0.065805972
DUSP10	0.857897083	0.065816899
OR52B2	0.129429167	0.065837298
DUSP19	-0.90423125	0.06586894
LRTM1	-0.18017875	0.065882813
MOV10	0.97289875	0.065899319
XRCC5	0.349029167	0.065908607
CHSY3	-0.136014167	0.065918108
GJB7	-0.194604583	0.066087645
FAM120AOS	0.215807917	0.066126843
SLC35B4	-0.596955417	0.066295407
CPA6	-1.456555417	0.066315744
GCA	1.58317125	0.066349981
NCOA6	-0.27776625	0.066373966
DNHD1	0.5750475	0.06637899
RPL3L	-0.206526667	0.066439988
RPS10	0.417149167	0.066587247
RNF38	0.330916667	0.066735572
SSR4P1	-0.264510833	0.066838709
HMHB1	-0.2658875	0.066865958
SAMD9	-1.16194375	0.066879014
C5orf23	0.147187083	0.066915904
RASSF8	-0.579171667	0.066941059
ALOX15	-0.209788333	0.066944988
C1QTNF6	0.150172917	0.067083514
RAB14	0.330542917	0.067084766
SNTB2	-0.266226667	0.067104794
HSP90AB5P	-0.20248625	0.067158666
P2RX5	1.213520833	0.067164519
DLX2	-0.234511667	0.06721802
SESTD1	1.39875375	0.067262703
GGTLC1	-0.133288333	0.067338148
OR1S2	-0.17324625	0.067387869
SLC25A21	0.152578333	0.06740044
MSL1	-0.380313333	0.067461388
TCP10	-0.108694167	0.067471342
ALDH1A1	2.378056667	0.067479201
NRIP1	-2.041990417	0.067486182
GRIK1	0.096387917	0.06749998
KCNC3	0.249821667	0.067758559
SYT11	-1.86190375	0.067848277
TLR6	1.1016	0.067937088
CORO1C	1.11179875	0.068105543
OR52N5	0.20694375	0.068213237
PAFAH1B1	0.422657083	0.068225436
KDM5A	-0.283052083	0.068265237
FABP4	0.116090417	0.068271877
KCNK2	-0.11895375	0.068322441
APOBEC3F	0.830700417	0.068356388
LSG1	-0.20197375	0.068430057
B4GALT3	-0.33779125	0.068510769
HIST1H2BK	-1.048365417	0.068578045
RPS4Y2	0.5976975	0.06859261
GNAO1	-0.153443333	0.068709563
FCER1G	0.31477	0.068743814
PPP1CA	-0.267520833	0.068747125
DNAJC5B	1.71355875	0.068867744
TUBA8	-0.387334583	0.068983637
TMC4	-0.171250417	0.069014299
BZRAP1	-0.185179583	0.069031511
KRTAP1-3	-0.107583333	0.069082235
KRTAP1-3	-0.107583333	0.069082235
PPP1R16A	-0.208251667	0.069141015
CGN	-0.161906667	0.069177221
VAT1	-0.460996667	0.06920882
GOLGA8IP	0.231260417	0.069337305
CDHR2	-0.136755417	0.069353542
CHMP3	-0.186563333	0.069359291
SNORD115-27	0.137146667	0.069374938
PLK3	0.28777625	0.069386739
MRPL41	-0.123440417	0.069447074
CALB1	0.1242475	0.069478154
NAP1L4	0.19028375	0.069534676
C7orf34	-0.117108333	0.069607605
LOC387793	0.190042917	0.069618415
NIFK	0.188575	0.069735585
TLDC1	-0.133600417	0.069744304
CSNK1G2	-0.288067083	0.069749741
CDH5	-0.1251075	0.069752727
TRAK2	0.49868	0.069867372
FAM58A	-0.2556125	0.069876465
CLSTN3	0.340495417	0.069945756
SPANXN4	-0.14181	0.070100441
CTSA	-0.34294875	0.070116299
APOBEC3F	0.7884075	0.07026837
SPRR1A	-0.181370417	0.070322759
RFC1	0.24532875	0.070357942
PLA2G7	0.15619125	0.070503529
OR3A3	-0.282487083	0.070508697
IFI44L	2.76639875	0.070533223
FAM8A1	0.238338333	0.070585612
SNORD13	-0.655085417	0.070636112
KRT2	-0.082738333	0.070650951
ZFYVE1	0.211247917	0.070684399
ZNF362	-0.929643333	0.070687723
EXD2	-1.0690775	0.070923363
MFSD2A	0.660123333	0.070948141
RASGRP3	1.983582917	0.070955425
TMPRSS11B	0.0919425	0.071067558
ASPN	0.12696875	0.071095322
LOC730441	-0.14290625	0.071153549
OR52K2	-0.109915	0.071196943
HELLS	0.653231667	0.071198865
APH1A	-0.431630833	0.071211048
PSMC3IP	-0.465782917	0.071219369
PIGC	-0.264452917	0.071245701
HIST1H2BA	-0.190536667	0.071354343
PTGR2	0.72866	0.071410564
ARV1	-0.354994167	0.071429721
SLC10A3	-0.49857	0.071489263
TMEM248	-0.257779167	0.071543495
TRDMT1	0.47911375	0.071551443
ZNF653	-0.210310833	0.071609727
WDR59	0.42005	0.071710669
DMXL1	0.51429375	0.07173001
ABCF2	-0.511376667	0.07196957
YAF2	-0.279042083	0.071975256
LRRFIP2	0.280461667	0.071994509
C1orf43	-0.286803333	0.072071568
ZBTB11-AS1	-0.20967	0.072118271
FRAS1	0.0734225	0.072141264
SLC40A1	-0.137904583	0.072327607
ABCB6	0.690300417	0.072464699
USP6NL	0.992042083	0.072483407
RAB38	-0.46212875	0.072565174
ACD	-0.237497083	0.072630311
RNMTL1	0.36698875	0.072825343
UBE4B	-0.225739583	0.07284376
CCDC85C	-0.57145875	0.072881852
WDR45B	-0.274510417	0.072904102
KCNJ1	0.215319583	0.07291001
GALNT13	-0.122127083	0.072929458
FAM189B	-0.378829583	0.072952718
CLK2	-0.356623333	0.072956883
MPPE1	0.23939625	0.072962195
FBN2	-0.055234583	0.07302635
NME2P1	-0.223375	0.073163967
SFTA2	0.093707917	0.073180855
CECR2	-0.933274583	0.073203124
ZSCAN10	-0.196105417	0.073320954
S100A16	-0.343860833	0.073419293
